0,the one huge disappointment is that the phones manufactured for t-mobile lack many of the menus and functions that a nokia straight from the manufacturer should have .
0,i am glad that i do not work for norton .
0,"also , their t-zones , although cheap ( $ 4 . 99 / mo . ) never works ."
0,"negative : impossibly tiny and difficult to operate , barely visible , power button ."
0,3 no voice recorder -- this has also become an important and popular feature that the ipod unfortunately doesn 't have .
0,"we can start by losing the shiny miracle-material cover that you can literally scratch just by looking at it wrong , and thus eliminate the need for third-party "" asking "" protective covers for an extra thirty bucks ."
0,"if you are new to the market and looking to buy a symantec software product , save yourself some money and buy the 2003 version ."
0,"as a loyal customer of norton/symantec products , i purchased internet security 2004 as a software firewall and could not be any more dissatisfied with the product ( and hence the one star rating ) ."
1,love the speaker phone .
1,"great camera , great investment ! ."
1,the battery recharges raul fast and the recharger thingy that comes with is real nice .
1,this one is really great .
1,"there are 3 computers in my house all getting wireless connection from this router , and everybody is happy with it ."
1,"i use it on a router table , and it is works well ."
1,all you have to do is click one button on the router configuration window and the router automatically senses the devices and configures the network .
1,sound quality ? . phenomenal .
1,i have had the ipod mini and it performs on the level with my sound card but the micro beats it outright .
1,"in conclusion , i gave the ipod a 4/5 because anything this expensive should would work just about flawlessly ."
1,"it does have a lense cap , but it wo n 't let you take pics with it on which is real good ."
1,"if you have to buy a camera on a bu get , this has got to be the one ."
1,works pretty well .
1,"there is no comparison , the champ is easy and smell free , the genie was difficult to use one handed ( which is absolutly vital if you have a little one on a changing pad ) and there was a def finite odor emanating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn 't any added bulk around the sealing edge of the champ ."
1,"its just as fast as the included creative software , but much less invasive , and overall better looking ."
1,"the battery on mine lasts 2 days if i don 't play games that much , and it only takes 90 mins to charge from flat ."
0,"basically the 6600 is a bundle of over-hyped features you don 't and won 't need ( if you do get yourself a pda or pocket pc ) , none of them work as they should , and the basic phone functions and ergonomics are less than average ."
0,the user support service isn 't too great either .
0,"1-a cell phone is to make calls , in other words , quality of reception and mic/speaker are the most important , the 6600 has a relatively low volume speaker , you 'd have to press it hard against your ear to hear anything the other person is saying , unless the surroundings were completely quiet ."
0,norton support is completely pathetic .
0,especially the bluetooth server . . . meaning you have to restart the phone if you want bluetooth to work again .
0,do not buy any home version of norton anything .
0,2- it is bulky and the small buttons on the sides are sloppy to use .
0,"i do here a constant high-pitched distorted sound , not to mention the volume does not seem to be loud enough ."
0,"during install , nis would either freeze or not reboot properly when asked to do so ."
0,is it necessary to scan my ms money database when i close the program ? .
0,"this is somewhat annoying , but from working with computers ( especially windows -- ugh . . . )"
0,i think it is a combination of the program size taking up resources and the open/close scanning that it does with every program .
0,4 ) buttons are quite small and is really a pain exp if one is fond of text messaging .
0,"the next problem was that it didn 't recognize all the installed components , so it would not update them , most notably and importantly , virus definitions ."
0,"so i e-mailed the online tech support with that simple question , and got a reply which was totally unresponsive ( it looked as though they didn 't actually read the e-mail and just sent back a few boilerplate paragraphs ) ."
0,"and , when you think about it , it 's insulting that norton requires its customers to jump through these hoops -- anyone who can provide proof of purchase , whether on the phone or online ( what if your computer is down ? . ) , should have equal priority ."
